common,collect,com.google.common.collect.ImmutableMap,,
gson,gson,com.google.gson.JsonElement,,
gson,gson,com.google.gson.JsonObject,,
util,util,java.util.List,,
util,util,java.util.Objects,,
assertj,core,org.assertj.core.api.AssertionsForClassTypes.assertThat,,
common,io,com.google.common.io.Resources,,
io,io,java.io.ByteArrayOutputStream,,
io,io,java.io.IOException,,
nio,charset,java.nio.charset.StandardCharsets,,
util,zip,java.util.zip.DataFormatException,,
util,zip,java.util.zip.Inflater,,
junit,junit,org.junit.Test,,
nio,nio,java.nio.ByteBuffer,,
util,util,java.util.UUID,,
ericsson,bss,com.ericsson.bss.rm.common.datatypes.date.DateTimeFactory,,
ericsson,bss,com.ericsson.bss.rmca.eventservice.avro.RmcaEventRecord,,
ericsson,bss,com.ericsson.bss.rmca.utilities.conversion.json.JsonHelper,,
assertj,core,org.assertj.core.api.Assertions.assertThat,,
gson,gson,com.google.gson.JsonParser,,
ericsson,bss,com.ericsson.bss.rmca.cdac.utilities.resources.ResourceUtility,,
io,io,java.io.File,,
net,net,java.net.URISyntaxException,,
nio,file,java.nio.file.Files,,
nio,file,java.nio.file.Path,,
nio,file,java.nio.file.Paths,,
security,security,java.security.MessageDigest,,
security,security,java.security.NoSuchAlgorithmException,,
javax,xml,javax.xml.bind.DatatypeConverter,,
ericsson,bss,com.ericsson.bss.cil.cdac.api.CdacException,,
ericsson,bss,com.ericsson.bss.cil.cdac.api.RequestProperty,,
ericsson,bss,com.ericsson.bss.rmca.persistenceservice.PersistenceService,,
util,util,java.util.Map,,
net,net,java.net.InetAddress,,
net,net,java.net.UnknownHostException,,
util,zip,java.util.zip.Deflater,,
slf4j,slf4j,org.slf4j.Logger,,
slf4j,slf4j,org.slf4j.LoggerFactory,,
util,util,java.util.Optional,,
util,stream,java.util.stream.Stream,,
assertj,core,org.assertj.core.api.Assertions.assertThatThrownBy,,
mockito,AdditionalAnswers,org.mockito.AdditionalAnswers.returnsFirstArg,,
mockito,AdditionalAnswers,org.mockito.AdditionalAnswers.returnsSecondArg,,
mockito,Matchers,org.mockito.Matchers.anyString,,
mockito,Mockito,org.mockito.Mockito.mock,,
mockito,Mockito,org.mockito.Mockito.spy,,
mockito,Mockito,org.mockito.Mockito.verifyZeroInteractions,,
mockito,Mockito,org.mockito.Mockito.when,,
common,collect,com.google.common.collect.Iterables,,
util,util,java.util.ArrayList,,
util,util,java.util.Arrays,,
util,util,java.util.Collections,,
util,concurrent,java.util.concurrent.atomic.AtomicLong,,
util,stream,java.util.stream.Collectors,,
junit,junit,org.junit.Before,,
junit,junit,org.junit.Rule,,
mockito,mockito,org.mockito.ArgumentCaptor,,
mockito,mockito,org.mockito.Captor,,
mockito,mockito,org.mockito.Mock,,
mockito,junit,org.mockito.junit.MockitoJUnit,,
mockito,junit,org.mockito.junit.MockitoRule,,
ericsson,bss,com.ericsson.bss.rmca.entitymodificationviews.Transaction,,
ericsson,bss,com.ericsson.bss.rmca.entitymodificationviews.TransactionFactory,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.base.PredefinedEntityIds,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.AbstractSpecification,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.AbstractVersion,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.IdQuery,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.PrivateQueryFactory,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.Query,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.RankingEntry,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.SharingProviderPriorityList,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.SharingProviderPriorityListVersion,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.State,,
ericsson,bss,com.ericsson.bss.rmca.utilities.entity.IdListQuery,,
ericsson,bss,com.ericsson.bss.rmca.utilities.entity.ListQuery,,
ericsson,bss,com.ericsson.bss.rmca.utilities.entity.prioritylistmanagement.filtering.PriorityListVersionFilterer,,
ericsson,bss,com.ericsson.bss.rmca.utilities.entity.prioritylistmanagement.merging.PriorityListVersionMerger,,
ericsson,bss,com.ericsson.bss.rmca.utilities.entity.prioritylistmanagement.updater.PriorityListUpdater,,
mockito,Matchers,org.mockito.Matchers.any,,
mockito,Mockito,org.mockito.Mockito.doAnswer,,
util,function,java.util.function.Supplier,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.EqualPrioritySortingRule,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.PriorityRanking,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.ProductOffering,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.ProductOfferingVersion,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.ProductPriorityList,,
ericsson,bss,com.ericsson.bss.rmca.entityserviceviews.cdac.ProductPriorityListVersion,,
ericsson,bss,com.ericsson.bss.rmca.configurations.sharp.rmca.EoDExpiry,,
ericsson,bss,com.ericsson.bss.rmca.oamservices.fc.service.FunctionControlStatusService,,
util,Collections,java.util.Collections.emptyList,,
