springframework,web,org.springframework.web.filter.OncePerRequestFilter,nan,nan
springframework,boot,org.springframework.boot.testsupport.gradle.testkit.GradleBuildExtension,nan,nan
springframework,boot,org.springframework.boot.testsupport.gradle.testkit.GradleVersions,nan,nan
naming,naming,org.apache.naming.ContextBindings,nan,nan
springframework,boot,org.springframework.boot.testcontainers.lifecycle.TestcontainersStartup,nan,nan
springframework,core,org.springframework.core.type.MethodMetadata,nan,nan
io,undertow,io.undertow.servlet.api.ServletContainer,nan,nan
jakarta,activation,jakarta.activation.MimeType,nan,nan
jakarta,mail,jakarta.mail.internet.MimeMessage,nan,nan
springframework,boot,org.springframework.boot.web.server.Shutdown,nan,nan
springframework,web,org.springframework.web.filter.DelegatingFilterProxy,nan,nan
jakarta,servlet,jakarta.servlet.Registration,nan,nan
nio,channels,java.nio.channels.ReadableByteChannel,nan,nan
springframework,boot,org.springframework.boot.test.autoconfigure.data.redis.DataRedisTest,nan,nan
catalina,catalina,org.apache.catalina.Executor,nan,nan
catalina,catalina,org.apache.catalina.LifecycleListener,nan,nan
catalina,core,org.apache.catalina.core.AprLifecycleListener,nan,nan
net,net,java.net.Socket,nan,nan
security,security,java.security.InvalidAlgorithmParameterException,nan,nan
security,security,java.security.NoSuchAlgorithmException,nan,nan
springframework,beans,org.springframework.beans.factory.BeanNameAware,nan,nan
security,security,java.security.PrivateKey,nan,nan
security,security,java.security.UnrecoverableKeyException,nan,nan
springframework,data,org.springframework.data.redis.core.RedisOperations,nan,nan
springframework,boot,org.springframework.boot.context.properties.source.InvalidConfigurationPropertyNameException,nan,nan
springframework,boot,org.springframework.boot.configurationsample.Name,nan,nan
javax,net,javax.net.ssl.KeyManager,nan,nan
javax,net,javax.net.ssl.KeyManagerFactory,nan,nan
javax,net,javax.net.ssl.KeyManagerFactorySpi,nan,nan
javax,net,javax.net.ssl.ManagerFactoryParameters,nan,nan
javax,net,javax.net.ssl.SSLEngine,nan,nan
javax,net,javax.net.ssl.X509ExtendedKeyManager,nan,nan
hc,client5,org.apache.hc.client5.http.cookie.StandardCookieSpec,nan,nan
springframework,boot,org.springframework.boot.jms.autoconfigure.JmsProperties.DeliveryMode,nan,nan
coyote,http2,org.apache.coyote.http2.Http2Protocol,nan,nan
tomcat,util,org.apache.tomcat.util.modeler.Registry,nan,nan
springframework,boot,org.springframework.boot.jms.autoconfigure.JmsProperties.Template,nan,nan
springframework,boot,org.springframework.boot.devtools.autoconfigure.DevToolsProperties.Restart,nan,nan
springframework,data,org.springframework.data.redis.core.ReactiveRedisOperations,nan,nan
springframework,boot,org.springframework.boot.devtools.classpath.ClassPathChangedEvent,nan,nan
springframework,boot,org.springframework.boot.devtools.classpath.ClassPathFileSystemWatcher,nan,nan
ch,qos,ch.qos.logback.core.rolling.RollingPolicy,nan,nan
springframework,boot,org.springframework.boot.context.properties.source.InvalidConfigurationPropertyValueException,nan,nan
springframework,boot,org.springframework.boot.devtools.classpath.ClassPathRestartStrategy,nan,nan
springframework,boot,org.springframework.boot.devtools.classpath.PatternClassPathRestartStrategy,nan,nan
springframework,http,org.springframework.http.CacheControl,nan,nan
jakarta,servlet,jakarta.servlet.annotation.WebInitParam,nan,nan
fasterxml,jackson,com.fasterxml.jackson.databind.node.ObjectNode,nan,nan
javax,net,javax.net.ssl.TrustManagerFactory,nan,nan
springframework,boot,org.springframework.boot.jdbc.EmbeddedDatabaseConnection,nan,nan
util,zip,java.util.zip.ZipFile,nan,nan
security,security,java.security.Provider,nan,nan
springframework,boot,org.springframework.boot.configurationsample.Autowired,nan,nan
javax,net,javax.net.ssl.TrustManager,nan,nan
commons,compress,org.apache.commons.compress.archivers.tar.TarArchiveInputStream,nan,nan
javax,net,javax.net.ssl.TrustManagerFactorySpi,nan,nan
springframework,boot,org.springframework.boot.SpringBootVersion,nan,nan
springframework,data,org.springframework.data.redis.core.RedisHash,nan,nan
springframework,boot,org.springframework.boot.devtools.filewatch.SnapshotStateRepository,nan,nan
springframework,boot,org.springframework.boot.devtools.livereload.LiveReloadServer,nan,nan
springframework,boot,org.springframework.boot.devtools.restart.ConditionalOnInitializedRestarter,nan,nan
springframework,boot,org.springframework.boot.devtools.restart.RestartScope,nan,nan
springframework,data,org.springframework.data.redis.connection.RedisConnection,nan,nan
springframework,boot,org.springframework.boot.configurationsample.DeprecatedConfigurationProperty,nan,nan
javax,management,javax.management.ObjectInstance,nan,nan
javax,net,javax.net.ssl.SSLContext,nan,nan
smoketest,data,smoketest.data.rest.domain.City,nan,nan
sql,sql,java.sql.ResultSet,nan,nan
hibernate,engine,org.hibernate.engine.spi.SessionImplementor,nan,nan
sql,sql,java.sql.ResultSetMetaData,nan,nan
testcontainers,oracle,org.testcontainers.oracle.OracleR2DBCDatabaseContainer,nan,nan
springframework,boot,org.springframework.boot.docker.compose.lifecycle.DockerComposeProperties.Stop,nan,nan
springframework,boot,org.springframework.boot.metrics.OnlyOnceLoggingDenyMeterFilter,nan,nan
io,micrometer,io.micrometer.tracing.SpanCustomizer,nan,nan
springframework,boot,org.springframework.boot.metrics.autoconfigure.MetricsProperties,nan,nan
io,lettuce,io.lettuce.core.resource.ClientResources,nan,nan
io,lettuce,io.lettuce.core.resource.ClientResources.Builder,nan,nan
testcontainers,containers,org.testcontainers.containers.OracleR2DBCDatabaseContainer,nan,nan
io,micrometer,io.micrometer.tracing.otel.bridge.CompositeSpanExporter,nan,nan
io,micrometer,io.micrometer.tracing.otel.bridge.EventListener,nan,nan
springframework,data,org.springframework.data.redis.connection.jedis.JedisClientConfiguration,nan,nan
springframework,http,org.springframework.http.server.reactive.observation.DefaultServerRequestObservationConvention,nan,nan
io,micrometer,io.micrometer.tracing.otel.bridge.OtelPropagator,nan,nan
springframework,core,org.springframework.core.style.ToStringCreator,nan,nan
springframework,boot,org.springframework.boot.autoconfigure.AutoConfigurations,nan,nan
springframework,boot,org.springframework.boot.testsupport.web.servlet.DirtiesUrlFactories,nan,nan
springframework,boot,org.springframework.boot.jarmode.tools.TestPrintStream.PrintStreamAssert,nan,nan
smoketest,hateoas,smoketest.hateoas.domain.Customer,nan,nan
smoketest,hateoas,smoketest.hateoas.domain.CustomerRepository,nan,nan
springframework,hateoas,org.springframework.hateoas.CollectionModel,nan,nan
springframework,hateoas,org.springframework.hateoas.EntityModel,nan,nan
springframework,hateoas,org.springframework.hateoas.server.EntityLinks,nan,nan
springframework,hateoas,org.springframework.hateoas.server.ExposesResourceFor,nan,nan
springframework,boot,org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer.CachingMetadataReaderFactoryPostProcessor,nan,nan
springframework,web,org.springframework.web.SpringServletContainerInitializer,nan,nan
springframework,web,org.springframework.web.WebApplicationInitializer,nan,nan
util,util,java.util.AbstractCollection,nan,nan
springframework,beans,org.springframework.beans.factory.config.BeanExpressionContext,nan,nan
