io,io,java.io.File,Input-Output,File Management
io,io,java.io.FileWriter,Input-Output,Data Writing
util,util,java.util.HashMap,Data Structure,Data Manipulation
util,util,java.util.Map,Data Structure,Data Manipulation
util,Map,java.util.Map.Entry,Data Structure,Data Manipulation
github,javaparser,com.github.javaparser.JavaParser,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.StaticJavaParser,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.CompilationUnit,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.body.ClassOrInterfaceDeclaration,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.body.FieldDeclaration,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.body.MethodDeclaration,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.body.VariableDeclarator,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.expr.BooleanLiteralExpr,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.expr.Name,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.expr.SimpleName,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.type.ClassOrInterfaceType,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.visitor.ModifierVisitor,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.ast.visitor.Visitable,Parser,Syntax Parsing
github,javaparser,com.github.javaparser.printer.lexicalpreservation.LexicalPreservingPrinter,Parser,Syntax Parsing
badlogic,gdx,com.badlogic.gdx.utils.IntSet,Data Structure,Linear Structures
badlogic,gdx,com.badlogic.gdx.utils.Clipboard,Utility,System Tools
badlogic,gdx,com.badlogic.gdx.audio.AudioDevice,Multimedia,Media Playback
badlogic,gdx,com.badlogic.gdx.audio.AudioRecorder,Multimedia,Media Recording
badlogic,gdx,com.badlogic.gdx.audio.Music,Multimedia,Media Playback
badlogic,gdx,com.badlogic.gdx.audio.Sound,Multimedia,Media Playback
badlogic,gdx,com.badlogic.gdx.files.FileHandle,Input-Output,File Management
badlogic,gdx,com.badlogic.gdx.utils.GdxRuntimeException,Error Handling,Exception Handling
badlogic,gdx,com.badlogic.gdx.utils.Null,Utility,Diagnostic Utilities
badlogic,gdx,com.badlogic.gdx.tests.AudioChangeDeviceTest,Test,Integration Testing
badlogic,gdx,com.badlogic.gdx.graphics.GL20,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.GL30,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.GL31,Computer Graphics,Graphics Optimization
badlogic,gdx,com.badlogic.gdx.graphics.GL32,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.Cursor,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.Cursor.SystemCursor,User Interface,Interaction Design
badlogic,gdx,com.badlogic.gdx.tests.BigMeshTest,Test,Integration Testing
badlogic,gdx,com.badlogic.gdx.tests.BitmapFontAlignmentTest,Test,Unit Testing
badlogic,gdx,com.badlogic.gdx.tests.BitmapFontFlipTest,Test,Unit Testing
badlogic,gdx,com.badlogic.gdx.maps.tiled.TiledMapImageLayer,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.Mesh,Computer Graphics,Modeling
badlogic,gdx,com.badlogic.gdx.graphics.Pixmap,Computer Graphics,Texture Mapping
badlogic,gdx,com.badlogic.gdx.graphics.g2d.Batch,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.g2d.BitmapFont,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.glutils.FrameBuffer,Computer Graphics,Image Rendering
badlogic,gdx,com.badlogic.gdx.graphics.glutils.GLVersion,Computer Graphics,Graphics Optimization
badlogic,gdx,com.badlogic.gdx.graphics.glutils.IndexBufferObject,Computer Graphics,Graphics Optimization
badlogic,gdx,com.badlogic.gdx.graphics.glutils.ShaderProgram,Computer Graphics,Visual Effects
badlogic,gdx,com.badlogic.gdx.graphics.glutils.VertexArray,Computer Graphics,Modeling
badlogic,gdx,com.badlogic.gdx.graphics.glutils.VertexBufferObject,Computer Graphics,Graphics Optimization
badlogic,gdx,com.badlogic.gdx.input.NativeInputConfiguration,Input-Output,Data Reading
badlogic,gdx,com.badlogic.gdx.utils.ObjectIntMap,Data Structure,Data Manipulation
badlogic,gdx,com.badlogic.gdx.utils.IntArray,Data Structure,Linear Structures
badlogic,gdx,com.badlogic.gdx.utils.NumberUtils,Utility,Data Conversion
badlogic,gdx,com.badlogic.gdx.utils.Array,Data Structure,Linear Structures
badlogic,gdx,com.badlogic.gdx.utils.SnapshotArray,Data Structure,Linear Structures
badlogic,gdx,com.badlogic.gdx.Input.Buttons,Input-Output,Data Reading
io,io,java.io.InputStream,Input-Output,Data Reading
io,io,java.io.OutputStream,Input-Output,Data Writing
util,util,java.util.List,Data Structure,Linear Structures
badlogic,gdx,com.badlogic.gdx.Application.ApplicationType,Application,App Configuration
badlogic,gdx,com.badlogic.gdx.net.HttpRequestHeader,Network,Protocol Implementation
badlogic,gdx,com.badlogic.gdx.net.HttpResponseHeader,Network,Protocol Implementation
badlogic,gdx,com.badlogic.gdx.net.HttpStatus,Network,Protocol Implementation
badlogic,gdx,com.badlogic.gdx.net.ServerSocket,Network,Connection Management
badlogic,gdx,com.badlogic.gdx.net.ServerSocketHints,Network,Connection Management
badlogic,gdx,com.badlogic.gdx.net.Socket,Network,Connection Management
badlogic,gdx,com.badlogic.gdx.net.SocketHints,Network,Connection Management
util,concurrent,java.util.concurrent.locks.Lock,Multi-Thread,Synchronization
badlogic,gdx,com.badlogic.gdx.utils.Pool.Poolable,Utility,Performance Tools
util,concurrent,java.util.concurrent.locks.ReentrantLock,Multi-Thread,Synchronization
badlogic,gdx,com.badlogic.gdx.utils.Disposable,Utility,System Tools
badlogic,gdx,com.badlogic.gdx.assets.loaders.AssetLoader,Computer Graphics,Texture Mapping
badlogic,gdx,com.badlogic.gdx.assets.loaders.AsynchronousAssetLoader,Multimedia,Media Storage
badlogic,gdx,com.badlogic.gdx.assets.loaders.SynchronousAssetLoader,Computer Graphics,Texture Mapping
badlogic,gdx,com.badlogic.gdx.utils.Logger,Logging,Event Logging
badlogic,gdx,com.badlogic.gdx.utils.TimeUtils,Utility,Performance Tools
badlogic,gdx,com.badlogic.gdx.utils.async.AsyncExecutor,Multi-Thread,Parallel Processing
