io,io,java.io.Serial,Input-Output,Data Writing
jspecify,annotations,org.jspecify.annotations.Nullable,Utility,Diagnostic Utilities
springframework,dao,org.springframework.dao.DataRetrievalFailureException,Error Handling,Exception Handling
springframework,dao,org.springframework.dao.DataAccessResourceFailureException,Error Handling,Exception Handling
springframework,dao,org.springframework.dao.DataAccessException,Error Handling,Exception Handling
springframework,core,org.springframework.core.convert.converter.Converter,Utility,Data Conversion
springframework,dao,org.springframework.dao.UncategorizedDataAccessException,Error Handling,Exception Handling
springframework,context,org.springframework.context.annotation.Bean,Application,App Configuration
io,io,java.io.Serializable,Input-Output,Data Writing
springframework,context,org.springframework.context.annotation.Configuration,Application,App Configuration
nio,nio,java.nio.ByteBuffer,Input-Output,Buffering Strategies
util,util,java.util.UUID,Utility,Data Conversion
util,util,java.util.ArrayList,Data Structure,Linear Structures
util,util,java.util.LinkedHashSet,Data Structure,Linear Structures
util,util,java.util.List,Data Structure,Linear Structures
util,util,java.util.Set,Data Structure,Linear Structures
springframework,beans,org.springframework.beans.factory.DisposableBean,Application,App Configuration
springframework,context,org.springframework.context.SmartLifecycle,Application,App Configuration
springframework,data,org.springframework.data.redis.connection.RedisConnectionFactory,Databases,Database Optimization
util,concurrent,java.util.concurrent.atomic.AtomicLong,Multi-Thread,Thread Safety
springframework,jdbc,org.springframework.jdbc.datasource.DataSourceTransactionManager,Databases,Transaction Management
springframework,test,org.springframework.test.annotation.Rollback,Test,Unit Testing
springframework,test,org.springframework.test.context.junit.jupiter.SpringExtension,Test,Unit Testing
springframework,test,org.springframework.test.context.transaction.AfterTransaction,Test,Integration Testing
junit,jupiter,org.junit.jupiter.api.AfterEach,Test,Unit Testing
junit,jupiter,org.junit.jupiter.api.BeforeEach,Test,Unit Testing
junit,jupiter,org.junit.jupiter.api.Test,Test,Unit Testing
springframework,context,org.springframework.context.support.GenericXmlApplicationContext,Application,App Configuration
springframework,data,org.springframework.data.redis.core.RedisOperations,Databases,Query Execution
springframework,transaction,org.springframework.transaction.PlatformTransactionManager,Application,App Configuration
springframework,data,org.springframework.data.redis.core.HashOperations,Databases,Query Execution
springframework,data,org.springframework.data.redis.core.ListOperations,Databases,Database Optimization
